"","Episode","2-hidden_layers","3-hidden_layers","4-hidden_layers","5-hidden_layers"
"60",60,59.30471400623,60.1059926750745,59.4662632369571,59.6785402893125
"61",61,59.355878066468,60.1034815802863,59.4920737572857,59.6640387816624
"62",62,59.3787227045237,60.0875844355552,59.548989577039,59.6677493723545
"63",63,59.3688425424392,60.061479995478,59.5966844631752,59.6628734762708
"64",64,59.3533576728749,60.0311331325643,59.6358292211822,59.669269865139
"65",65,59.3840428628931,60.0278161916494,59.6538408882472,59.6901775631015
"66",66,59.4352310766986,59.9919511204241,59.7037585887005,59.694076768543
"67",67,59.4332564287576,59.973244580871,59.7297541591108,59.7015137343846
"68",68,59.4753454783467,59.9665042532888,59.8862926275096,59.6698564894138
"69",69,59.491966057642,59.9697194336173,59.9260164332797,59.7078073500231
"70",70,59.501238908245,59.9288629751646,59.9726928903122,59.6745948875139
"71",71,59.524930154943,59.9458374454801,59.9699260416909,59.6657333913497
"72",72,59.5094817791015,59.9250199421859,59.9677322880062,59.6993205801166
"73",73,59.5646947750086,59.8956768401421,59.9411234082872,59.6867198482462
"74",74,59.6096975211149,59.8950012741839,59.9310705615832,59.6837819602639
"75",75,59.669610338285,59.8937718035344,59.9463272315253,59.7033887239215
"76",76,59.694505516323,59.8378463435411,59.9012374241467,59.7196357712054
"77",77,59.7051954972809,59.8686919490355,59.8876957818704,59.632752680819
"78",78,59.7068749061986,59.8451141743123,59.8636210963017,59.6315002180875
"79",79,59.7157278475255,59.7633581687295,59.8601086167975,59.601150345665
"80",80,59.766150584786,59.8056804662568,59.863216218022,59.6013857945389
"81",81,59.7908698305853,59.8357010396149,59.8595096805646,59.523039433907
"82",82,59.8600807241447,59.8586499061945,59.8797953239905,59.4540941235526
"83",83,59.9099667296784,59.879727002024,59.8426934169124,59.4329742247647
"84",84,59.9369270020007,59.7675042309754,59.8672601394861,59.3271762555843
"85",85,59.9383733124769,59.7236560883988,59.8369010045254,59.2885888931558
"86",86,60.0020967142884,59.7441334428329,59.8223240687729,59.2583561561781
"87",87,59.9808872129869,59.6669640933161,59.8225786570696,59.1779670874636
"88",88,59.9873512752814,59.677573437301,59.799248166323,59.1738349855372
"89",89,60.031843742059,59.7331373973691,59.6976863883142,59.077629680951
"90",90,60.0001655453014,59.7843776622063,59.68216723156,58.9771442193985
"91",91,59.9551812300144,59.8453884897444,59.5345516156297,58.9142774787155
"92",92,59.8967767928537,59.8840846334894,59.3908954678656,58.8018088826796
"93",93,59.8706598854807,59.9089053711841,59.2827224734228,58.8180512798776
"94",94,59.867903139198,59.8033426665233,59.2792469060241,58.7921023650282
"95",95,59.8410647545456,59.7698813034764,59.1689744730783,58.6381229613329
"96",96,59.8048900086232,59.8000453677956,58.9589652873155,58.4712654918844
"97",97,59.7930707160137,59.6575904060271,58.7160051039613,58.2512683206027
"98",98,59.7472574788424,59.6065789392191,58.5551749988853,58.2657796892659
"99",99,59.7521293197297,59.582600115276,58.5468742525663,58.1072232017563
"100",100,59.7118519310366,59.4704195113662,58.3457408565909,58.0508297673208
"101",101,59.6866019985075,59.4676222265473,58.2029653460584,57.9257629196132
"102",102,59.6464143003112,59.4819742203296,57.8880986344874,57.8797663952652
"103",103,59.591746424071,59.4261488685039,57.6591636495662,57.8288568999826
"104",104,59.58190797227,59.3056709232224,57.6130802535072,57.8289530590426
"105",105,59.5022962403836,59.1881883854322,57.5540083525508,57.7359695815766
"106",106,59.4788320395738,59.1101100378359,57.4250645503315,57.6477080591195
"107",107,59.3804188223133,59.0737312708805,57.4013201269168,57.6652666975703
"108",108,59.3565815962816,59.1156847356839,57.2878080007782,57.6096707281585
"109",109,59.2236434846241,59.1131116777541,57.0815375111452,57.4858723684562
"110",110,59.1480574355716,58.8963994448362,57.1202754011349,57.3395674439098
"111",111,59.0912606649142,58.7955797100172,56.9370952460886,57.3028096161824
"112",112,59.0736887180946,58.6649536061456,56.7091903398947,57.1347380156764
"113",113,59.0493422240498,58.4355521451459,56.372426968758,56.9676351565927
"114",114,59.0823601333932,58.4285764769636,56.1471785650497,56.9035792372242
"115",115,59.1485149717207,58.4474430621747,56.0751632245209,56.7783881165887
"116",116,59.0793645592152,58.3723941292639,55.7060455270294,56.8112332542909
"117",117,59.100762163097,58.4781914075862,55.4921670031128,56.7887529441282
"118",118,59.1104629801015,58.4352067207959,55.0559282178827,56.755461873054
"119",119,59.0682337997342,58.4188149535568,54.8635766197828,56.599694826356
"120",120,59.0560258334287,58.2613287775057,54.350286789877,56.5153210712124
"121",121,59.1208072660575,58.1255477951657,54.4637631572162,56.3944805352795
"122",122,59.1311618983519,57.9556421836838,54.4712568030867,56.4663753447385
"123",123,59.1131560181415,57.8826084708958,54.4636125755074,56.2293550003697
"124",124,59.1237746653774,57.9919810639563,54.2631502581503,56.0320192915146
"125",125,59.067441223342,57.8990445017366,54.3459196080135,55.9260498212255
"126",126,59.0057280566633,57.815364134211,54.2505555074838,55.8729351931214
"127",127,59.0145348997942,57.9313831498595,53.9365033486603,55.9291965665809
"128",128,59.0416641421276,57.8555692029685,54.0855822652392,55.9219426920039
"129",129,59.05376476279,57.7615781726152,53.7310497716887,56.0213870466312
"130",130,59.0375074096847,57.6974585838963,53.8312227730359,55.7031650069056
"131",131,59.0217306428684,57.6836735772504,53.7960023648055,55.7528439357157
"132",132,59.0387283289046,57.640501624677,53.7366265692039,55.7240801648696
"133",133,59.0216776475558,57.7118038073937,53.7392546163755,55.7311545222607
"134",134,58.9663287648402,57.7033289996832,53.4479025761052,55.6925959940165
"135",135,58.9620411528283,57.8096826129193,53.5053590583176,55.7046744139834
"136",136,58.9527057598667,57.8140091484476,53.6243335446165,55.7263173486495
"137",137,59.0303441530884,57.8348522258663,53.6189105614532,55.7892734546464
"138",138,58.9844949191076,57.8225673373543,53.7617231859273,55.8264168720968
"139",139,59.0657792963418,57.909505651065,53.9639032712728,55.9238145829714
"140",140,59.0616230318969,58.0809960242085,53.9388609068748,56.0590027863816
"141",141,59.0509946854418,58.1651223219772,54.085523270776,56.105733630902
"142",142,58.9799667449002,58.3194750895778,54.2658084871206,56.3358097845629
"143",143,58.9041229819464,58.5344539849548,54.6098858910657,56.4904798479371
"144",144,58.8223587866463,58.678451443789,54.8020477074538,56.6015507082627
"145",145,58.7402793255119,58.6986045242128,54.8832295069748,56.7057709691113
"146",146,58.7187763877706,58.7669506535937,55.2865796735067,56.706010486368
"147",147,58.6435496490264,58.7483318183269,55.5056781110936,56.7686914252718
"148",148,58.5796251059811,58.7526696043119,55.9069981374404,56.7871265924673
"149",149,58.5395727203253,58.7047603880871,56.1873889663468,56.9991881733225
"150",150,58.5332965307351,58.8192367477645,56.6930833631691,57.1463123892975
"151",151,58.460370097229,58.8954479827571,56.6913136929794,57.3154285606104
"152",152,58.448534629254,58.9902518665425,56.7768680151787,57.3083858751863
"153",153,58.4487789427351,59.0401384731793,56.8329142528548,57.5090559554656
"154",154,58.4195034759106,59.0153737591609,57.018771772105,57.6724912191896
"155",155,58.4480404219768,59.1377812149808,57.0307954468447,57.8755894475597
"156",156,58.4981424775185,59.1870735310303,57.2751372128363,58.0332693762804
"157",157,58.4449084750347,59.180170482053,57.7971865345411,58.1840505100243
"158",158,58.3773402722618,59.2964704245111,57.7393538212069,58.2523296128239
"159",159,58.3147942853398,59.3817304682986,58.0774160029319,58.2629360964178
"160",160,58.302429366768,59.5581174613494,58.1306280993186,58.6305232623856
"161",161,58.279499193767,59.5479046280757,58.3180183044737,58.6727200206189
"162",162,58.2565986882359,59.5838460578509,58.633172382872,58.7183338506343
"163",163,58.2526659698701,59.5396535811441,58.8463543931998,58.762604673052
"164",164,58.2208551100064,59.6778036459362,59.177517128263,58.7903425668194
"165",165,57.8864150452583,59.6771734754126,59.1358749238644,58.8481146745677
"166",166,57.8654663503682,59.7778156316078,59.1392014836795,58.8633755128732
"167",167,57.8400622519492,59.7679188999444,59.1798954636527,58.7900432405738
"168",168,57.8571925312278,59.7794544091197,59.1644117933106,58.8222479242952
"169",169,57.856194963409,59.7402111344576,59.1581440885785,58.8369783883277
"170",170,57.8509846540143,59.6872333630711,59.1088615057588,58.8226272093577
"171",171,57.843401567208,59.6751557141194,59.1043446647565,58.8743589807143
"172",172,57.8407608492012,59.6205051737966,59.1040846733976,58.9035260923695
"173",173,57.8608089070789,59.5711732089619,59.1248637069945,58.9354288476867
"174",174,57.8282593002926,59.5733235217159,59.1441606999102,58.9666707291866
"175",175,57.8307268373414,59.5816068669739,59.1769297117085,59.0552190340862
"176",176,57.8477772319457,59.5711272509558,59.1971658601396,59.0688476120665
"177",177,57.8137448576041,59.5767112413768,59.1916441320446,59.088203322927
"178",178,57.8225282745571,59.597415987638,59.1999088956382,59.1488370908371
"179",179,57.8310483834185,59.6330668189587,59.2315503302046,59.1527321318361
"180",180,57.8366233152368,59.6384285482438,59.2304028744475,59.1646888750897
"181",181,57.8397331655634,59.6619453883254,59.302772634349,59.2095431572868
"182",182,57.8466350407349,59.7049161962771,59.2983889114895,59.2333979835781
"183",183,57.8464740568529,59.7303412106568,59.3232074953487,59.2924159329254
"184",184,57.8454611650851,59.7778659323147,59.3002217169338,59.341326680471
"185",185,57.8689282751377,59.795341228009,59.2670686583834,59.3801223474587
"186",186,57.8584723458379,59.8608892224699,59.2978598337304,59.4490762446293
"187",187,57.9325087288529,59.9075046708005,59.2992703624196,59.443944308915
"188",188,57.9916071166551,59.9388545977853,59.3644704863075,59.3992637226986
"189",189,58.0357897706109,59.9541411553182,59.3273557758518,59.4075965143046
"190",190,58.0898389200893,59.9799512747026,59.3220824244123,59.3984821694434
"191",191,58.1346940969167,59.9830697773272,59.3598086730097,59.4454367484854
"192",192,58.1840731602129,59.9870039171304,59.3816339563288,59.4163518217703
"193",193,58.2314509541471,60.0341594663304,59.3410925457326,59.4326907315579
"194",194,58.3127144450735,60.0507054255299,59.3540806967928,59.4715875712609
"195",195,58.6850885035378,60.0559828753369,59.3983507807159,59.4842767262222
"196",196,58.7149770187438,60.0964851705488,59.427950188239,59.4811707568094
"197",197,58.7662652803173,60.0863296495408,59.3749739625209,59.5427619274086
"198",198,58.8013221705273,60.0967822435886,59.4191271734749,59.5108163805378
"199",199,58.8295308535407,60.1304299780691,59.426118397079,59.5433295854698
"200",200,58.7789661495091,60.2063282900668,59.4562017939834,59.5616280649315
"201",201,58.8153593571016,60.2402125070772,59.4529807102304,59.4994127794069
"202",202,58.7795647568225,60.2691781581802,59.4288204106149,59.442086342771
"203",203,58.3860811985105,60.3085325594986,59.3892326825351,59.3885644149445
"204",204,58.0776687560441,60.3071863719251,59.3158405191982,59.3434727258304
"205",205,57.6821918501822,60.3133491693085,59.2605659118241,59.2670447454982
"206",206,57.4005123273018,60.3429963129271,59.239858728545,59.217377846398
"207",207,57.0445886050124,60.3616425702595,59.22766692395,59.1961441299315
"208",208,56.6659811368716,60.3724885757221,59.1993153917515,59.1126957797627
"209",209,56.3424224046189,60.3706051874673,59.1561311618674,59.0714251272073
"210",210,56.1013134387292,60.3815952021882,59.1075971515372,59.0472862322952
"211",211,55.9486956015466,60.3954372625005,59.0125553472634,58.9917101856651
"212",212,55.8566964776081,60.3923526788919,58.9887259194255,58.9651798199234
"213",213,55.4590679029416,60.3950974682015,58.950194316128,58.9008925019337
"214",214,55.1324356227792,60.3985597034715,58.9270248472339,58.8619209093335
"215",215,54.7045933245318,60.4091228542617,58.9173851324701,58.8192596824462
"216",216,54.4722837693006,60.3881740093747,58.8632670923297,58.7406629641424
"217",217,54.0270466203243,60.4004285066781,58.834383207536,58.7141216744095
"218",218,53.5831726193214,60.4003054881047,58.88462825808,58.6819723953759
"219",219,53.1682959479435,60.4081714541328,58.9725538627727,58.6671369575927
"220",220,53.1179511628972,60.414144735568,59.0410799964043,58.6648819714961
"221",221,52.8301208232908,60.4209498195199,59.0645456110837,58.6136794794318
"222",222,52.4153550750439,60.4384097483217,59.1413327996694,58.7027909443802
"223",223,52.0892702182808,60.4210379065897,59.2328841556743,58.7493322468665
"224",224,52.1341878964559,60.271303010193,59.2798490666815,58.7800835055643
"225",225,51.8826859730099,60.2751080912397,59.2605742432848,58.8166847703944
"226",226,51.3758511872458,60.2677849589845,59.2462717900147,58.9118200678487
"227",227,51.2230584713106,60.2869376318529,59.3292550678801,59.0017016167894
"228",228,51.1915495777753,60.2920528491914,58.7495917642768,59.0865584278652
"229",229,51.195288565458,60.2881585104459,58.1631853249118,59.0409724811202
"230",230,50.95429970677,60.3027172498019,57.5936628480685,58.9968576359173
"231",231,51.0281149298623,60.1864150334933,57.0234337659067,59.0143178488282
"232",232,50.994171560547,60.1422485619226,57.1180562524589,58.9940105205329
"233",233,51.1912137897263,60.1403353324654,56.9048929855092,58.9935908280174
"234",234,50.7434551684954,60.1482664056478,56.6982167419376,59.0049383748779
"235",235,50.3856330863697,60.1410852167717,56.4375356452194,58.9763480670907
"236",236,49.8622869767285,60.0923948496471,56.0933983915,58.9752201589796
"237",237,49.5065694020576,60.0313060975817,55.9242863502304,58.9621578262791
"238",238,49.096611132016,60.0126719386018,55.6870102483251,58.9632319572468
"239",239,48.6498441368716,59.9981161776686,55.5201179406683,58.9672169072875
"240",240,48.1045332852286,60.0006753895092,55.4353844236278,58.9774580438365
"241",241,47.6426382579745,59.9987976896889,55.3916678410239,59.0721844165977
"242",242,46.9314252031366,59.9859709866068,54.8385810844012,59.1653478823558
"243",243,46.732335826809,59.8140834304588,54.6789287957127,59.2667520270821
"244",244,46.4049131081773,59.7865175752896,54.4595898324297,59.3461803066141
"245",245,46.1285436131063,59.7642185249398,54.2379252034693,59.349550551461
"246",246,45.7995630845085,59.7487376501311,54.2584740479773,59.3515616010026
"247",247,45.6579561239577,59.7418084198728,54.2275824720785,59.359600974481
"248",248,45.3241254794949,59.7456597373467,54.0808353622093,59.3511090403735
"249",249,45.0287210467997,59.7189134539528,54.0183957407764,59.3427319677915
"250",250,44.3758482495009,59.7066835465651,53.8465461726403,59.3345969565627
"251",251,43.8216544236613,59.6667771715474,53.5138882663252,59.32379509106
"252",252,43.4052146228209,59.5444350019411,53.180698539849,59.2297298557244
"253",253,42.8854942362699,59.4194831074127,52.9238205765261,59.1192957636847
"254",254,42.0391682919653,59.591990174772,52.8891681523629,59.0140399273424
"255",255,41.449925843459,59.5669434167055,52.8477397976228,58.6603994026571
"256",256,41.1225775227465,59.5699284448242,52.6306352978868,58.5518503577915
"257",257,40.4271419067148,59.5882118099388,52.5590935794579,58.3179641934121
"258",258,39.6315029340273,59.5619483107625,53.0515931510148,58.1825157108544
"259",259,38.8156420129177,59.5278322541072,53.6074861239743,58.1780343795785
"260",260,38.3327145862717,59.5082976729627,54.1387079848611,58.0413131135174
"261",261,37.4514121142262,59.619565431131,54.6848523205412,57.8908551820721
"262",262,36.7613351850651,59.6131014016102,54.5905038264848,57.8878608314823
"263",263,36.1975478273276,59.639083470339,54.7970740409075,57.759883262177
"264",264,36.2509039747386,59.6659969799378,55.0088424087839,57.3813991443999
"265",265,36.2686972617508,59.6430934233964,55.2418968977135,57.1198003866165
"266",266,36.3739172607901,59.653628093023,55.3607318269122,57.0691234321474
"267",267,36.4127769335015,59.6954610087941,55.5448959706686,56.8912541220283
"268",268,36.4958170281771,59.7189091985131,55.6389693416113,56.8355958637784
"269",269,36.5657867047924,59.7313158885525,55.7813154191895,56.7220631979136
"270",270,36.6636324489798,59.690178884418,55.868500872053,56.5399186042916
"271",271,36.6100514064796,59.6461079698545,55.6030033742288,56.1989628402623
"272",272,36.7756319159076,59.6707730947339,55.971624120075,55.7324130634132
"273",273,36.733322313199,59.7911416029229,55.5263426748529,55.0730099356488
"274",274,36.7599518539758,59.7219391396988,55.0168709422831,54.8196682204646
"275",275,36.8178834739403,59.6852836310061,54.6646374017526,54.6649326782453
"276",276,36.7996028020163,59.6532738446149,53.900446807015,54.5472695144997
"277",277,36.7358206426765,59.5307929712869,53.4517708512122,54.5469873931122
"278",278,36.9196437823778,59.5206549501076,53.2897779920676,54.306524703472
"279",279,37.0677007269133,59.529102363356,52.5473582787626,54.0838669015396
"280",280,37.233314019621,59.4762538306218,52.3540194077985,53.8251919632884
"281",281,37.55497641904,59.5144566392042,52.259450236712,53.0415245282395
"282",282,37.8838977317104,59.5959305878505,52.4340690820995,52.8451850845002
"283",283,38.2560684980242,59.7319625879285,52.1766580662483,52.5548412571637
"284",284,38.5893929937559,59.658055272154,51.7862279107765,51.9622936356611
"285",285,38.9898497138437,59.6588321559902,51.4166015533541,52.1522733203523
"286",286,39.4045596202196,59.6725178729085,51.4022990732936,51.6499025381334
"287",287,39.8341331085097,59.5245867353788,51.0325159360791,51.069437514262
"288",288,40.2620681446485,59.5296139573484,50.4676468511493,50.5696212866269
"289",289,40.7143645608797,59.533102434244,50.4229177069427,49.9430981785313
"290",290,41.1587798107158,59.3074038962074,49.7733818153178,49.77282645757
"291",291,41.6355231305457,59.1356376419959,49.5731214267062,49.2235660981352
"292",292,42.1037220668547,59.206001740308,48.9368682013374,48.7822787012286
"293",293,42.5713608435196,59.0029057748321,48.5574301016204,48.3533694830185
"294",294,43.0527542035448,58.8783214144918,47.7723488490012,48.1584056942143
"295",295,43.5143364576088,58.7885847860802,47.0520770593591,47.755107498062
"296",296,43.9367150761804,58.6375694773986,46.6317657920307,47.5705207395968
"297",297,44.3830994006803,58.6102473638101,46.5151979616613,47.0082441454485
"298",298,44.8248075629516,58.5895628024532,46.4433826573145,46.5585892425065
"299",299,45.2580737424193,58.4746447349452,46.1829867047593,46.1692745026159
"300",300,45.6786688292734,58.3585929226611,45.7205708683162,45.9915566241128
"301",301,46.0808373239292,58.3792722019078,45.4728876820703,46.1616648851311
"302",302,46.4217436905588,58.3247235871706,45.2488056065114,46.0680519430637
"303",303,46.8258706265375,58.4124434364626,45.209435205223,46.0212872066775
"304",304,47.223184866191,58.4586247508156,45.5809865965837,45.5541709423893
"305",305,47.60562008381,58.4752222934258,45.3825201757967,45.709598557278
"306",306,47.9531666376525,58.4895491160193,45.3807547763113,45.4594769227387
"307",307,48.2963055435827,58.5661897107445,45.2093942507826,45.0430880795029
"308",308,48.5562463867481,58.5524534632862,44.6880101800831,44.985544736864
"309",309,48.8047399453573,58.5542175123978,44.7009476441219,44.9012009554799
"310",310,49.0608420744007,58.5648396477294,44.3274538695598,44.6081974367719
"311",311,49.3129894650519,58.5052563936484,43.8715914524662,44.6796446715409
"312",312,49.5388672542719,58.5042823509107,43.4861611184987,44.3119828645415
"313",313,49.7110350866723,58.4936572514263,43.5683508320398,44.2118275496113
"314",314,49.902801004918,58.5244634894934,43.8257635357429,44.158336733657
"315",315,50.0720660567988,58.4943250376338,43.4442563767172,43.9685103512386
"316",316,50.2608795385173,58.486535229683,43.198624547893,44.1891029995281
"317",317,50.4296640222676,58.5911141242992,43.3901489915821,44.1254955038917
"318",318,50.5870382610587,58.6223417368896,43.6659959835265,44.6940632466095
"319",319,50.7245059350697,58.6215254354201,43.328312407139,45.1466277593033
"320",320,50.8564358382734,58.8617626504305,43.7317978244849,44.8695126485793
"321",321,50.9559851529865,59.018807206948,43.8616852567332,45.4556526446799
"322",322,51.0783316536356,58.987498199691,44.1566255255416,45.8851897840225
"323",323,51.199356332311,59.1622234575957,44.2140740400552,45.9553077712729
"324",324,51.3147176270704,59.2474520395206,44.3891958635231,45.7900230393189
"325",325,51.4168014381206,59.3529363121613,44.4442738759394,46.0963747182625
"326",326,51.5070124605375,59.5142719749289,44.4820007629353,45.9083662905962
"327",327,51.6706549210453,59.5314468144802,43.8188361038628,46.1819214980262
"328",328,51.7852220455125,59.5124153150096,43.267649635547,46.171389043415
"329",329,51.956836072182,59.63011823023,43.2515497854278,46.5575329951806
"330",330,52.1352810489154,59.7792282426447,43.5674276484121,46.5536029243843
"331",331,52.313573116829,59.7809144311582,43.716559351328,46.6496529025641
"332",332,52.520745263784,59.821907491306,43.6914474555161,46.6254552107853
"333",333,52.6795154146442,59.7506237730514,44.0768039714737,46.929291395183
"334",334,52.8352627877895,59.7935198476265,44.19784044844,47.6087517238766
"335",335,52.9808406643169,59.8219613965912,44.735169115694,47.5583701631381
"336",336,53.129341945002,59.8242237279822,45.4682072577981,47.4961254331628
"337",337,53.2776176138216,59.858314474657,46.1562204973499,47.3096142206619
"338",338,53.4809683480288,59.8817857146324,46.8117846729924,47.7073286345876
"339",339,53.6779658302292,59.9167882314058,47.4128218642756,47.9533842873971
"340",340,53.8426458428521,59.9506984181576,48.09613198495,48.1915367526989
"341",341,54.0017509130003,60.021869250045,48.7348080985061,48.9673332579076
"342",342,54.1682283227645,60.0410172068551,49.0986058953099,49.1929838243798
"343",343,54.338930952032,60.041574522291,49.1331397355113,48.9755702501023
"344",344,54.5085981921205,60.0777402833726,48.992123648985,49.1895239964544
"345",345,54.7287654944459,60.121238354491,49.3014946097031,48.925634230658
"346",346,54.8704569968439,60.0950157649161,49.2642119243161,48.7042220701537
"347",347,55.0428053605022,60.0849026789236,49.396656632616,49.2595741036286
"348",348,55.239425530964,60.0303067584803,49.6239358877038,48.9503106174909
"349",349,55.3797072994066,60.0326185132645,49.5759807554266,48.8036457946973
"350",350,55.5666428178598,59.9412564492989,49.6378628850314,49.4011599922549
"351",351,55.7549395429661,59.9065192856512,49.4529291632353,48.7633621797481
"352",352,55.9068982902018,59.8858889673643,49.2778890925455,48.2042939379214
"353",353,56.0710802781157,59.8661558306432,49.5230169022269,48.3971305591314
"354",354,56.2135149078849,59.8523692464238,50.112068649431,48.7630260774301
"355",355,56.3763489588823,59.8301229399575,50.7766344776255,49.0954383009594
"356",356,56.5455732133067,59.8143182976088,51.274075936932,49.0863262188202
"357",357,56.6372246810131,59.7921641204921,51.7825198628627,49.2726110219152
"358",358,56.778683600481,59.8053015687166,52.2492665593343,49.0853213962422
"359",359,56.8651970234769,59.7966622239889,52.0372553822478,49.0052333684645
"360",360,56.9424341558631,59.7594112061597,51.918849169573,48.9723382642911
"361",361,56.9795967372066,59.7270586362308,52.1622685488492,48.4986562214604
"362",362,57.0575936056011,59.7199616787656,52.3624939683264,48.7524490602727
"363",363,57.1311098207417,59.7148740953804,52.6281099992996,48.5140778122602
"364",364,57.1733338459019,59.6918894330503,52.8641246406862,47.9714898332424
"365",365,57.2396829814919,59.6684509142067,53.0251892993197,47.7967574644988
"366",366,57.3213478669719,59.6932342073852,52.9411432568426,47.9610273701372
"367",367,57.393445906044,59.6620151224151,52.7589969672145,47.9627402007166
"368",368,57.4744274151693,59.6200858858822,52.5180495859691,47.471081809632
"369",369,57.5406549782911,59.5774513318459,52.3445635875864,46.875440132698
"370",370,57.6042543677047,59.572123643897,51.902464860956,46.8080812838088
"371",371,57.6645046841445,59.5428864277855,51.4488921478691,46.1945517116287
"372",372,57.7121124554941,59.5351524689502,50.9414266287596,46.2706904767966
"373",373,57.7927090259484,59.5385127062884,50.6603043285575,46.5306493937358
"374",374,57.8546735434083,59.4812129628269,50.2012360606498,46.6702857140021
"375",375,57.8651260228483,59.4828060518243,50.4196511143309,46.5940306146949
"376",376,57.9208746854681,59.5079034638832,51.0139586236899,47.0441744049304
"377",377,57.9444782120714,59.5125348447217,51.1652361594824,46.7384791953987
"378",378,57.9548208217453,59.5256598683643,51.334550736166,46.7532365678105
"379",379,58.0055846106579,59.5350528208239,51.8584586693341,46.6125126187425
"380",380,58.0161627082219,59.5963661658824,52.1128529727795,45.941090404874
