"","Episode","2-hidden_layers","3-hidden_layers","4-hidden_layers","5-hidden_layers"
"381",381,58.0258417663325,59.5926306331195,52.4000688984323,46.0906828018547
"382",382,58.0422753303875,59.5984917616405,52.5386986392662,46.0611325903495
"383",383,58.0508445947026,59.6158133982849,52.7026038424187,46.0600109416185
"384",384,58.0620177649196,59.6328203216305,52.8174970632463,46.0694545296258
"385",385,58.0708925586723,59.6493537840312,52.9171979514412,45.9882929754325
"386",386,58.0801189626918,59.647879636933,53.0763320112694,45.9847680577822
"387",387,58.0916907246941,59.6635638077716,53.4201085474544,45.8283600325428
"388",388,58.0984730055517,59.656086850957,53.8211436439887,46.1328717408689
"389",389,58.1062331789002,59.6901942040717,54.3906254205046,45.7420874159176
"390",390,58.1166328549576,59.6986283459392,54.7492084824047,45.5526487343016
"391",391,58.1687561475486,59.7262061938926,54.9891365143423,46.0067544937697
"392",392,58.1798764482079,59.7488662711274,55.3172273401665,45.4583506640735
"393",393,58.1773794540051,59.7510210586725,55.4031741441573,45.4715438194794
"394",394,58.2151367116325,59.7454656929277,55.495051956151,45.769061854069
"395",395,58.233599191344,59.7060472624384,55.6635098315767,45.588262717316
"396",396,58.2348259237973,59.6848706484308,55.847886018312,45.4724874474143
"397",397,58.2491938507832,59.6539861826065,56.0869019817598,45.7473517678449
"398",398,58.2486077955718,59.6210844328013,56.4849100297982,45.5047229516469
"399",399,58.2475194013143,59.6106917514672,56.8253500067134,45.7157448968406
"400",400,58.2516667952411,59.5947098030167,57.3160514335803,45.8749276415362
"401",401,58.2588097444116,59.5609151913294,57.9876754516249,46.3046341727397
"402",402,58.2750471941052,59.5207840346807,58.5952919767548,46.4421511478283
"403",403,58.2635804479249,59.4818415328432,59.2804445649948,46.3830575969925
"404",404,58.2624804084421,59.4552037899058,60.0546840493079,46.1722849041384
"405",405,58.2631603251993,59.3999853270623,59.90651809445,46.3051046722728
"406",406,58.2678969994397,59.3409281710806,59.891518350063,45.8028358248101
"407",407,58.2703950476634,59.3023040025193,59.8702021721842,46.0436590397537
"408",408,58.271119035027,59.2547589139204,59.664602182039,46.0303620412685
"409",409,58.2742934062134,59.2013390751557,59.5721553932197,46.1028921613579
"410",410,58.27358378055,59.1723326314149,59.572663654188,46.1994235251049
"411",411,58.2655925489544,59.1667337334855,59.6308329945045,46.346980488442
"412",412,58.2640881287976,59.1309939990876,60.1008537662817,46.6739587293871
"413",413,58.2629516700226,59.0736250642339,59.9848083001345,46.6358449507193
"414",414,58.2621440136817,59.0316651402758,59.8863219741793,46.7733756695253
"415",415,58.2571477329185,59.0074429840499,59.875758939899,46.6162787840227
"416",416,58.2572956632391,58.9781870221315,59.8323910519883,46.6063429607027
"417",417,58.2553664770597,58.9429390965605,59.8275732835875,46.7468098758099
"418",418,58.2557945084922,58.9180024957735,59.8028321671054,46.3770150076526
"419",419,58.2534394532552,58.8619432065235,59.8135972444039,46.6366231035494
"420",420,58.259487176115,58.8347886112968,59.806042717256,46.9673967402069
"421",421,58.2570913429528,58.8043340670755,59.6385118122614,46.6676718894884
"422",422,58.2569071110887,58.7643089580909,59.3459310572232,46.9378795534104
"423",423,58.2586775057867,58.7269997678866,59.0520098824678,47.0621649604168
"424",424,58.2558625167974,58.6939544136464,59.061713642741,46.8316806121786
"425",425,58.2550368972688,58.7021315968939,59.0751632926146,46.889464645663
"426",426,58.2496192289884,58.6583985537438,58.8956726208834,46.8775359554241
"427",427,58.2491719216524,58.6619454317895,58.7825615073146,47.0466776346348
"428",428,58.2501331142014,58.6578599809048,58.7896006830531,47.1895031334679
"429",429,58.2442149820945,58.625893878564,58.813872044981,47.0888412130237
"430",430,58.2445008712303,58.6107692772571,58.5790487381682,46.8290699897267
"431",431,58.243495356644,58.6024902175703,58.2551504694804,46.3991538749651
"432",432,58.2425485783345,58.5987645473942,57.867217429577,45.7331483864645
"433",433,58.2519240831012,58.5955368769899,57.5811867247231,45.5421237679895
"434",434,58.2518509532062,58.5757539975386,57.1146275976453,45.4202027884639
"435",435,58.2508244964893,58.5643511308702,57.3195263202977,45.4962702713206
"436",436,58.2401028570438,58.5448985004424,56.8181994951882,45.5043381065396
"437",437,58.2396613759361,58.5396694520866,56.4755147567895,45.1673998859733
"438",438,58.2385682829489,58.5386626432443,56.1973195861743,45.0764084833819
"439",439,58.2379217202082,58.5337837530307,56.0417783319114,44.9010293738091
"440",440,58.240655555262,58.5133314108525,55.6837711207625,45.08768384006
"441",441,58.2476249069853,58.493486542589,55.2682982415316,44.8133084346055
"442",442,58.2560137692938,58.4754149617997,54.9108504267256,44.5903445330817
"443",443,58.25473438186,58.4802334444254,54.5597855367728,44.5249332771465
"444",444,58.2541037876587,58.4648081169274,54.1926911979319,44.1892692209559
"445",445,58.2587594550441,58.4461232747447,54.0638200615547,44.0060088896245
"446",446,58.2580600269973,58.427557512737,53.9539004824475,44.0782699059643
"447",447,58.2574440784464,58.4099216268017,53.6409381070862,43.8960003245466
"448",448,58.2448917354787,58.3853082947921,53.5636397553617,44.4310397136055
"449",449,58.2467361036573,58.3516318091723,53.4304410369897,44.48726244282
"450",450,58.2407493598759,58.3519605916121,53.1451931721803,44.3757122479764
"451",451,58.2407473299404,58.3267975981117,52.914155569979,44.4859102620833
"452",452,58.242337865059,58.2961200044952,53.1040549020537,44.6887374383166
"453",453,58.2415249721857,58.2890147973931,53.0007003213942,44.8364790489349
"454",454,58.2274980392468,58.283514499226,52.8855620660479,44.7035192033636
"455",455,58.2137491782667,58.2725371709432,52.5730029913136,44.6775900223936
"456",456,58.2197520142591,58.2732525152082,52.3442314081715,44.5280948800729
"457",457,58.2192734170191,58.2732803735695,52.2966681682689,43.9756174418024
"458",458,58.2152940164205,58.2772880821641,52.2078584846486,44.0925146850045
"459",459,58.2228851519804,58.2824564033083,51.7191533292547,43.9610695292425
"460",460,58.2235800564305,58.2762418594654,51.5258899106617,44.1296494226432
"461",461,58.2191821525785,58.2752306478981,51.7462016636982,44.4151790175198
"462",462,58.2220947884474,58.2531048110903,51.8993730144341,44.8661410438415
"463",463,58.2242811457442,58.2205520487348,51.9521104985294,44.9847712783846
"464",464,58.2236751382558,58.2207185672444,52.3037821096918,45.2704272964505
"465",465,58.2236595413932,58.224149307242,51.9169482745584,45.44981229295
"466",466,58.2331102268377,58.2088924788533,51.9318595299965,45.7381880139493
"467",467,58.2330789020063,58.1966206920562,52.1467811678946,46.093351909088
"468",468,58.2342676370067,58.1988897846019,52.3362856282778,46.0353047671676
"469",469,58.2342615941288,58.2008136257447,52.1135990612089,46.2095543846004
"470",470,58.2312833899254,58.1884709110675,52.0057045332819,46.4492878214274
"471",471,58.2284194119691,58.1893607724814,52.0877820047373,46.5295910304811
"472",472,58.2236760778235,58.1909834735246,51.7652700938642,46.8724621069454
"473",473,58.2184274287607,58.1876060281442,51.6315227227592,47.1208044260927
"474",474,58.2099675627313,58.1879761875013,51.584751085613,47.0800372788502
"475",475,58.2102827382254,58.1890574126801,51.2058854846969,47.2468253655509
"476",476,58.2100932325555,58.1772880784303,50.8988787100902,46.8550881665278
"477",477,58.2106536900651,58.1743217564177,50.7344288331827,47.1245469848891
"478",478,58.22306587969,58.1605041989499,49.9925069186811,46.8265775018173
"479",479,58.2238300415592,58.1581078962122,49.9073140142155,46.6977061482825
"480",480,58.2226081966492,58.1395468657263,49.6473836109122,46.874201478997
"481",481,58.2233202546156,58.1326235774275,49.9810868485555,46.7700435219137
"482",482,58.2229361984904,58.1153694453899,49.6750911339672,46.7707746366004
"483",483,58.2196668578391,58.0993235131704,49.7246564563563,46.6258443578437
"484",484,58.2329826758262,58.0950000166002,49.3785130243908,46.7454071319118
"485",485,58.2466854456297,58.0850174852417,49.1343065787735,46.8203607895714
"486",486,58.2453830834333,58.0750850672071,49.2630682752585,46.9469721873169
"487",487,58.2423719479195,58.0621021067629,48.8615962345448,47.5164620427288
"488",488,58.2459077195064,58.0508569492521,48.6261544262557,47.8452326826169
"489",489,58.2448312681038,58.0425169255424,48.7820001821285,48.1455863200766
"490",490,58.2431655758108,58.0309897954703,48.9462635020874,48.0230125537349
"491",491,58.247652278742,58.0218564030453,48.5793310771443,47.9972288668507
"492",492,58.2444724427344,58.0279829797872,48.4564493860758,48.0844622231762
"493",493,58.2433612645831,58.0477269905092,47.8357176659581,47.8994899887915
"494",494,58.243310874314,58.0562505330683,47.8374485969289,47.6099505774531
"495",495,58.2429957749068,58.0566223311956,48.1760228872118,47.5701936428728
"496",496,58.2405443799007,58.0776866897447,48.1987871248706,47.6032300441664
"497",497,58.2363654930928,58.0935448245779,47.7376419270229,47.4238863079812
"498",498,58.2382002299376,58.0902447347492,47.3601164757792,47.6634596968668
"499",499,58.2381135402856,58.0894014792367,47.5015949221036,47.9023094260409
"500",500,58.2390461555301,58.1031309371256,47.6078211649471,47.6624033842585
