"","Episode","lr_0.0001","lr_0.0005","lr_0.001","lr_0.005","lr_0.01","lr_0.05","lr_0.1"
"24",24,23.8140574488366,24.0840678294132,23.8444477828615,23.8653363622567,23.7237986667322,24.258458417691,24.577663624374
"25",25,23.7481102032975,24.0519638028729,23.7818473273252,23.8224128820153,23.6602611916941,24.2287000118589,24.5989743516561
"26",26,23.729250071015,24.0168527927795,23.7286865517204,23.8151911615222,23.6314005359077,24.2284986643604,24.6544367783668
"27",27,23.6991782928573,23.9852555152686,23.694029870737,23.7416297383025,23.6049143846286,24.1754571574221,24.6894838340511
"28",28,23.622098230927,23.9115828638725,23.6157547408089,23.7166258284801,23.5808915799665,24.1474213599266,24.7387055757268
"29",29,23.5434024783738,23.8793397093747,23.5400361699792,23.6769765127295,23.5638397710493,24.0656682740207,24.756838081391
"30",30,23.4926822264202,23.8154731981437,23.5079153559277,23.6453429663963,23.5592394757519,23.981226880248,24.7688424597146
"31",31,23.4961423158499,23.7780962765482,23.4524286372581,23.60423301457,23.4909296509764,23.9048382670572,24.7674082611256
"32",32,23.4622606841615,23.697589649309,23.448096181617,23.5500779528479,23.4387545655835,23.8556924638341,24.8095872599395
"33",33,23.4294582496027,23.6387969229564,23.4262288204683,23.5383871116315,23.4323288257028,23.8005777985707,24.8169109978539
"34",34,23.4471280256807,23.586727040471,23.3651069550247,23.4976218298058,23.4262767155952,23.7512808722012,24.7961211577141
"35",35,23.3241221165665,23.528548166565,23.3489539362058,23.4494668092275,23.3976535774586,23.7103823060725,24.7966803876527
"36",36,23.2882153711342,23.5020176763818,23.3337302757448,23.4072165461005,23.4072984430492,23.641422221452,24.7619517948256
"37",37,23.2496846911512,23.4599422080107,23.2988026677161,23.3486782125478,23.3997965410854,23.5951466596727,24.7725049240691
"38",38,23.1872404965671,23.4128249394571,23.2982021523475,23.2795621795354,23.3607873577941,23.5505993515484,24.7694339694675
"39",39,23.1147772728043,23.3576731912228,23.2484953187615,23.2440250723417,23.3266482612252,23.4656595825273,24.7368856044314
"40",40,23.0818610470227,23.2848464701912,23.199287702352,23.1970721850097,23.2801155917262,23.4603317721722,24.722504456953
"41",41,23.0824848244428,23.2491902770545,23.1876234350345,23.1297008936851,23.2509224274635,23.3894333538887,24.6698219247014
"42",42,23.0936227670779,23.2491048463761,23.1522535275234,23.0597575587152,23.1997471989853,23.371088730208,24.6345351576824
"43",43,23.018580228833,23.2467546348058,23.1043478461958,23.0357968340095,23.1570769041116,23.3203976876618,24.6049361524651
"44",44,22.9805870447857,23.2012983800303,23.0199463998324,23.0052024956479,23.0931019320078,23.2507841197655,24.5688266502722
"45",45,22.9738617613776,23.1608330372114,23.0318681987876,22.9630071986679,23.0906516898213,23.1843648710599,24.4943215789335
"46",46,22.9025961893437,23.1635838844963,22.9952329149162,22.9173712688027,23.1246526608414,23.1597199186731,24.4240117512575
"47",47,22.8183452407556,23.0955443140929,22.9581152928757,22.9100520977988,23.1107879852484,23.1165655846643,24.4053811246402
"48",48,22.7944870982339,23.1039922587649,22.9680227116336,22.8800605536359,23.0686179889556,23.0711700934643,24.3030240276943
"49",49,22.7992224887727,23.0200520365517,22.9586137128284,22.8196702132898,23.0135702020158,23.0546343320122,24.2582836137932
"50",50,22.7656099230485,23.0394434604136,22.9587359561338,22.8159735663621,22.9893234528805,23.0120867463596,24.185480215967
"51",51,22.7204125649163,22.9813818286422,22.9162025929814,22.7921913586371,22.9965005487143,23.0305698097316,24.1381921000233
"52",52,22.7220036823081,22.9858260248155,22.8428434221086,22.7715633714286,23.024575411798,23.022058837004,24.0784704051577
"53",53,22.7336997157533,23.0221317448339,22.8158784621977,22.7464326605837,23.0011202415175,23.0004476512586,24.0440585278305
"54",54,22.658739500772,22.9856040648904,22.859106013074,22.7180179845825,22.9755386992419,23.0044838655895,24.0157628388564
"55",55,22.6490356616218,22.9550077358639,22.805521207306,22.7311981743551,22.9284286724056,22.9999287824297,23.9559267984442
"56",56,22.6411442855639,22.8877961400963,22.7708314189888,22.7422041416051,22.8721860089948,22.9917383745222,23.9272493198721
"57",57,22.6528361877762,22.8761448166246,22.7422802288078,22.7480963971141,22.8534110155004,22.9616667468901,23.8889832198122
"58",58,22.6286126177513,22.8596216333837,22.6650659198703,22.7794172598118,22.8161185409013,22.9123590037714,23.843334052157
"59",59,22.6124406564275,22.8780608037451,22.6273603213678,22.7933769272221,22.8126706099775,22.9107579472821,23.8043511307255
"60",60,22.6317383464272,22.8565226360282,22.6171083387115,22.8163309462432,22.7994344015328,22.9424464082331,23.7653986328004
"61",61,22.6070696015511,22.8334910049669,22.6057376903661,22.8022876604929,22.7477464381807,22.9395352304212,23.7349762066609
"62",62,22.5704488241922,22.7819332407664,22.5724838722688,22.7938133780614,22.7378291351416,22.9098135604552,23.6820752043487
"63",63,22.6130938535484,22.7425010988465,22.5712327072083,22.7764936655653,22.760084053262,22.8814572041234,23.6737592700485
"64",64,22.6349996961527,22.709832845127,22.5544995785982,22.7618879942641,22.7935563422196,22.8743436524567,23.6098524141686
"65",65,22.6330316667784,22.6655319076644,22.4736520465792,22.7407469713701,22.7726169661034,22.8717031843361,23.6147666750876
"66",66,22.6585943672772,22.6060244043114,22.4880474687468,22.7000646692436,22.7130224753629,22.8499324827817,23.5749791670755
"67",67,22.6935174697574,22.6300263610618,22.4980708499596,22.7009434474754,22.6638515181259,22.8400705525636,23.4930370613478
"68",68,22.6702186427853,22.6141030674469,22.4479403073584,22.6957680236888,22.662191885926,22.8635856430196,23.487476030164
"69",69,22.668118556669,22.6095905534959,22.4314198007713,22.6845114374462,22.6654061976156,22.9033119252286,23.4531818566899
"70",70,22.6926084786887,22.5737998991627,22.4156302262438,22.6383091189043,22.6204552724561,22.9167013119862,23.4397679939547
"71",71,22.6903543560549,22.561583302369,22.3919815556399,22.6074399363741,22.6107914078813,22.8656759675332,23.3797155509681
"72",72,22.6798191417269,22.5165031610451,22.3909847945759,22.6216491833138,22.5628450553572,22.8112799514815,23.2972355450645
"73",73,22.6411410409171,22.4828599385988,22.3719714768218,22.5932573875305,22.5308618728401,22.8074381261372,23.2513103799316
"74",74,22.6450820968514,22.5040491658922,22.3125521041992,22.5615740776134,22.495368714224,22.7940032403228,23.183409143688
"75",75,22.6465138860677,22.5076243824749,22.3155803372447,22.5534848988844,22.4953275168423,22.8143623829418,23.1493104716295
"76",76,22.606715296984,22.5371629728226,22.2910807182535,22.5454955957911,22.4774572687893,22.8168832597539,23.0960868733728
"77",77,22.5951869797541,22.4787846092661,22.2925232823703,22.5253461181192,22.4495210804306,22.8039467262477,23.0743705758989
"78",78,22.583839746077,22.4611130003557,22.3030652595537,22.4917179921482,22.4477918318326,22.8083365383233,23.0935195829676
"79",79,22.6134658666711,22.4592043374706,22.3536773701363,22.4480756718834,22.4412666090873,22.8226077526029,23.1386096810477
"80",80,22.5680921502733,22.424488370771,22.3583702349405,22.4002777308776,22.3992608614209,22.7845691011227,23.1734298969651
"81",81,22.5362028433962,22.4211374480089,22.3614013303386,22.3977746699705,22.4277802277876,22.8068663867713,23.1202814205073
"82",82,22.5004547621074,22.4297989831777,22.363189287411,22.439177688094,22.4576637114091,22.8647530463837,23.1288942509541
"83",83,22.4465689724834,22.442727943049,22.3246134506858,22.4058998599352,22.4150837242011,22.9382354760022,23.1873938259814
"84",84,22.3772022541259,22.409191711808,22.3672954533521,22.3887168169637,22.4179104262488,23.0045497741662,23.2901274854882
"85",85,22.3558166961831,22.4520801106071,22.3933326826632,22.4363548528048,22.4019962380426,23.0372634185424,23.3781209753354
"86",86,22.3027207425414,22.4416065003304,22.363920077838,22.461287558329,22.3782021776696,23.0449632067464,23.4861470810387
"87",87,22.2700656343625,22.4267395531832,22.317835010089,22.4639727444355,22.389095258396,23.0639064349943,23.5999586610347
"88",88,22.2860828136546,22.3961550079854,22.3291283282522,22.4957393548244,22.382337316506,23.0540987286495,23.6578596454142
"89",89,22.2603362525534,22.3998524291555,22.3435199542653,22.5515515718006,22.3783086440326,23.0458823455343,23.7521301504384
"90",90,22.2175007753762,22.3868787168394,22.3245173049946,22.6630416475647,22.3820239968868,23.036348572497,23.7840630025272
"91",91,22.1906518876365,22.4168307463441,22.3252652166664,22.7287789681414,22.3807760499206,23.083019477164,23.8158249119603
"92",92,22.1449972667287,22.4223651882692,22.3317015758437,22.7468510564047,22.3848579836187,23.1829825879592,23.9237418065263
"93",93,22.1157352728509,22.4189686292758,22.3153443381317,22.7972147909599,22.4036757462424,23.2183805045681,23.9622428570853
"94",94,22.0992687890881,22.3751420968517,22.2982204177593,22.9202262511209,22.3824417975765,23.1825314446546,24.0602557619692
"95",95,22.102284022958,22.3422422513397,22.2781081685332,22.9427660386121,22.3614638066156,23.2308331502378,24.1519346192314
"96",96,22.1084658323326,22.4653421627631,22.3013619174413,23.073880585529,22.3710245980072,23.3325971428851,24.2528136184633
"97",97,22.1056984587121,22.4730421152373,22.2964815588346,23.1247407692582,22.3598468772558,23.3396602284853,24.3183060448684
"98",98,22.1059268319779,22.5031037482089,22.2739241606408,23.2439514202171,22.3660110797843,23.3359699041048,24.3421198055073
"99",99,22.0681240747395,22.4661961777175,22.2281181400022,23.3025587980878,22.3351154234163,23.3109899302817,24.3400177995025
"100",100,22.0720310833384,22.4643376972271,22.2367312987875,23.4090674757299,22.3980944702372,23.2612230982584,24.3530208907482
"101",101,22.0732865996197,22.4529170949878,22.2212805901599,23.4675764931124,22.4352231771443,23.2945235247385,24.4771497692299
"102",102,22.0987601619852,22.4093029400773,22.2142050167592,23.5637419293408,22.525966997628,23.3163322659138,24.5578392990553
"103",103,22.1004827172677,22.4056134300395,22.2266257417283,23.6265028428384,22.6249277222486,23.2839915685666,24.5203680114978
"104",104,22.114623298878,22.4102264557394,22.1954968390676,23.6951576456859,22.6438690784475,23.254667468448,24.5219841656768
"105",105,22.1051624030935,22.3763164428411,22.1862633683216,23.7061915541287,22.6952662782427,23.2671789688847,24.5017826053736
"106",106,22.1090289121959,22.3991391048105,22.200043642478,23.8243362714573,22.743114379809,23.247154243038,24.49954443105
"107",107,22.1079719303679,22.3748253562759,22.2369763913552,23.9175359874631,22.7764067891628,23.2507550462037,24.4808695853368
"108",108,22.1082022647367,22.3874621800769,22.2580654446824,24.0212320680654,22.8022671938589,23.2613209692013,24.4908003827348
"109",109,22.1066408317892,22.4090398655706,22.2580661147915,24.1137246339039,22.929010155179,23.2835177628923,24.4907872321492
"110",110,22.1158870713663,22.3893742453204,22.247511903873,24.1303155605355,23.0140667383113,23.2849334573499,24.5277501747799
"111",111,22.1056367370981,22.3505625313039,22.2479818292698,24.2100359195715,23.0554340258401,23.2296516009654,24.6080588715192
"112",112,22.1118268617457,22.3565931907831,22.2340884641745,24.3011785046481,23.1709208257885,23.1436707192241,24.5953685738426
"113",113,22.1206738067127,22.3450312637697,22.250882645695,24.4020269416089,23.2806618608443,23.0813450103808,24.6642350604448
"114",114,22.1187755603082,22.3922249428923,22.2382179693541,24.4380291442759,23.3658082288884,23.1447186733325,24.6921315244707
"115",115,22.1142943430496,22.3924634086084,22.2488659048817,24.5223458513256,23.4405607471131,23.0865745963439,24.6682934818957
"116",116,22.1256697467166,22.2518018332863,22.2273620971269,24.5105857663724,23.5319229692331,23.0919766098836,24.640089480801
"117",117,22.1162083888706,22.2727179333543,22.2324835331784,24.5971573884116,23.6757343424101,23.1523676070981,24.6736304060623
"118",118,22.1494874747615,22.2833251732523,22.2354268204569,24.6150039939634,23.7505837265916,23.2618576438964,24.719989330801
"119",119,22.1585757339517,22.4063019238085,22.2575196183638,24.6952259955734,23.9110102854355,23.2797533490109,24.7208503698459
"120",120,22.1660142822957,22.4699117687831,22.2669356790465,24.7481463614698,23.9986724098442,23.3871075743103,24.7657603395592
"121",121,22.1625251158022,22.5005153100169,22.2436358124448,24.8264741152793,24.0704731732425,23.3911188706481,24.7717565321945
"122",122,22.1651086424854,22.5329912421792,22.2304885753795,24.8344276611981,24.067750407934,23.4285118748504,24.7537887492685
"123",123,22.1794667977912,22.5642752474897,22.217594312397,24.9258819570824,24.1284471113722,23.5289083964028,24.7618571228747
"124",124,22.1788155666397,22.6203835136309,22.2220984270681,25.0030489559808,24.2191709101831,23.6441161404765,24.716798417092
"125",125,22.192491673671,22.6802899953005,22.2174449451808,25.0730016918789,24.3124542239448,23.7337138764171,24.73424362419
"126",126,22.2113092137995,22.7198461490142,22.2084943745588,25.0803686981741,24.394288365709,23.8883452807321,24.7202553007897
"127",127,22.2251221681809,22.7703093599975,22.194618380601,25.0884677550301,24.4840559270276,23.9928207082235,24.7505321122981
"128",128,22.2216906476102,22.8284494697323,22.1690408441063,25.0862867687717,24.6020505779171,24.069985148966,24.7637452046797
"129",129,22.2586909826841,22.8608670184414,22.154820703578,25.0791025972361,24.6128116510571,24.0405505289962,24.7974247459273
"130",130,22.2702974196241,23.01258444737,22.1714386662512,25.0769398112623,24.6646000509202,24.158670019735,24.8116329843747
"131",131,22.2728768457511,23.1722223771841,22.1827946313211,25.0622893521296,24.7329101059842,24.312271608765,24.8154590737278
"132",132,22.2764214015123,23.3071059844298,22.1905223769827,25.0707869379604,24.7415576929257,24.422576438709,24.8759875078925
"133",133,22.3508930684973,23.4349836662573,22.1726578583387,25.0569938571645,24.7479627069451,24.5280047140652,24.8926970042977
"134",134,22.3604225649143,23.5371489593406,22.2099815242656,25.0468488653672,24.8087745561381,24.5691415070223,24.9086437797862
"135",135,22.3799900395156,23.6905396277352,22.2216633580498,25.0187031507474,24.8805230978692,24.6553052101812,24.9807038242051
"136",136,22.3856023572775,23.8335893889296,22.277560853311,24.9918627426554,24.9190736470958,24.6763078493906,25.0446590328275
"137",137,22.3879020293554,23.9465983151359,22.2726199446108,24.9947358358728,24.920477342402,24.6800310067293,25.0640327943796
"138",138,22.3731826525625,24.06713175509,22.2770991562997,24.9155767450155,24.9934675207416,24.6199979756057,25.0663316174366
"139",139,22.3823152830729,24.1104232058352,22.254938909019,24.8935307826192,24.9728192786824,24.7314956890637,25.0897601533658
"140",140,22.3875823535369,24.2104477269346,22.2566064079967,24.8251915133272,24.9516848253022,24.7496524316613,25.0910903013693
"141",141,22.4059634336389,24.3346586801866,22.289197555693,24.7911548779912,24.9336913127484,24.7866540027595,25.1320666069822
"142",142,22.4154102443366,24.4694321498536,22.3161897338016,24.7476561084863,24.9337488296442,24.7664572221689,25.1640827884143
"143",143,22.4242852263727,24.5529075125083,22.3337297174567,24.6915339516971,24.8791112791234,24.7057149958177,25.2133806084767
"144",144,22.4207902032775,24.6593816969931,22.3382516989332,24.6325489972335,24.8344089319786,24.665291627705,25.2800936142672
"145",145,22.4073848063725,24.7477080327807,22.3441935280994,24.6128289128388,24.8069370042721,24.6483908065651,25.2939537223253
"146",146,22.386419945418,24.8343807711333,22.3669978303752,24.5800659278647,24.7761461719808,24.6164154231082,25.3283120748763
"147",147,22.4250627079213,24.9209443939997,22.3703720881624,24.5855231224172,24.7539959761421,24.6181430442845,25.3191649471223
"148",148,22.4250082165096,24.9907943191709,22.3981070111725,24.5538982061186,24.6877711194507,24.5805053593246,25.3585257896329
"149",149,22.406409564653,25.059867575506,22.4082508455729,24.5228356688662,24.6222205299969,24.6333512803108,25.3542149624383
"150",150,22.4026612069491,25.0443464868205,22.423118901713,24.4411470049051,24.5961940341109,24.592910952592,25.380760901744
"151",151,22.383391002965,25.034013629459,22.4292471503403,24.3120349607624,24.5930391111539,24.5541565139523,25.3986252816578
"152",152,22.3922543136982,25.0426482161927,22.4204261177704,24.2116370748237,24.5752860137306,24.4938138024289,25.3966671277298
"153",153,22.3164178908984,25.0539766120978,22.4185645312225,24.1388488084723,24.5592838641017,24.4878697885389,25.3887871301742
"154",154,22.2979034327645,25.0611686171745,22.41490486349,24.0868283565003,24.5260810994168,24.4692145032143,25.3739767839989
"155",155,22.2688051449174,25.0438358666519,22.4248771711854,24.073576455225,24.5006142772223,24.4351149493472,25.370814340646
"156",156,22.2546578732729,25.036491857492,22.3962039612557,24.052956220097,24.4679402992291,24.3821951889367,25.3677982233597
"157",157,22.2574261597848,25.033798854246,22.4142356791617,23.9474496900272,24.4007557730817,24.3759797956831,25.3657220304669
"158",158,22.2666613724481,25.0159598910331,22.458273657049,23.9214869681807,24.3231293416537,24.4176886899254,25.3685631646594
"159",159,22.2390168686274,24.9978050239675,22.5000507372248,23.8304124404742,24.268942097186,24.3550644027355,25.392210581754
"160",160,22.2466913825526,24.9831651958988,22.5268750481397,23.7955674924661,24.1726352219405,24.3092065544052,25.3969678218923
"161",161,22.250856323093,24.9821033172089,22.5802924731086,23.7241746439496,24.1156879625032,24.2707614141246,25.3965257531069
"162",162,22.2419593204341,24.9648127772001,22.634055279055,23.596812616673,24.0550942912499,24.2021188036375,25.4014547073986
"163",163,22.2561501273143,24.9794406750531,22.6955783835523,23.5111560181457,23.9833702579288,24.196263472083,25.4127662652855
"164",164,22.2923806858803,24.9689932666827,22.7615915166948,23.502105710095,23.9020917590534,24.1260763319935,25.4172719061644
"165",165,22.3718391729193,24.9534332990508,22.906034265302,23.4349925807237,23.8031387042664,24.0558067485763,25.4274620105481
"166",166,22.4429980940359,24.9195880362423,23.0286330196843,23.3314132081646,23.7092829721409,23.939581161126,25.4288022735949
"167",167,22.4541383715923,24.9240118509559,23.0959931875833,23.2270250736268,23.6024272700867,23.8237885876378,25.4428483666785
"168",168,22.5042088852908,24.8732604338359,23.1850753695295,23.2331707680551,23.5226794929774,23.7650472036428,25.4500963552237
"169",169,22.540226798482,24.8740369761053,23.3286839770874,23.1716059635898,23.4390288695871,23.6987296800358,25.4596035554857
"170",170,22.5650653050522,24.8341651791899,23.426581610099,23.1457588856094,23.3695948986103,23.637570651106,25.4603271822886
"171",171,22.6516079016863,24.8401037514107,23.4975786697949,23.2063115042557,23.2506960700562,23.5444824322084,25.4668574120797
"172",172,22.669262400617,24.7764184578423,23.6265014883014,23.2021427054081,23.1257231380954,23.5180601019818,25.4665344351872
"173",173,22.742643262204,24.7201223803316,23.7559768657502,23.1665711958093,23.0349998331733,23.4708911766961,25.4594677421034
"174",174,22.7881452558889,24.6547518827721,23.8728970979632,23.1070552200864,22.9655749607386,23.4486412015157,25.4668347875481
"175",175,22.8690954447307,24.609713879267,23.9942696092224,23.0316822507305,22.8751656391238,23.38365864264,25.4642005969113
"176",176,22.9100255427042,24.612007110324,24.1290966954521,22.9529101221617,22.7578227938331,23.3378902212693,25.4680838268804
"177",177,22.961772858858,24.5585243830776,24.2688114079401,22.9620252364159,22.7461777046997,23.3332343637227,25.4718678036375
"178",178,22.979696457223,24.5032055426117,24.3772709528671,22.9474488534729,22.7361093744027,23.2797065412133,25.4556541211653
"179",179,23.036436784439,24.4288012922892,24.4794575109085,22.9726834536574,22.6707006303805,23.2657476559434,25.4502585474356
"180",180,23.0542506425807,24.3432033356752,24.5867302815054,22.9664107071035,22.7121039829487,23.238836680943,25.4350142802298
"181",181,23.064296035349,24.2586054902325,24.6676901592677,22.9397214475827,22.6540713394871,23.2121078029016,25.4132043025834
"182",182,23.0724135855837,24.2739024707297,24.7485971150019,23.0151721294149,22.6315798111675,23.2131186449501,25.3859653986983
"183",183,23.0837955371322,24.1978974235081,24.8317443779316,23.0716277979598,22.674914809153,23.1769270575871,25.3745830204767
"184",184,23.0811317184546,24.1733986140752,24.9049848067714,23.0415098330207,22.7531662069208,23.1839280038304,25.3532244421618
"185",185,23.0629893571834,24.1006635132396,24.9075835694838,23.0167943872956,22.7878772788061,23.1472660211098,25.3314872061887
"186",186,23.0293465339936,24.053632879835,24.915291172701,23.0308175225637,22.7867992419203,23.23772631168,25.2993595460585
"187",187,23.0000897618675,23.9628242164866,24.9882942269478,23.0222876080658,22.8520439238261,23.2902827742713,25.2808824598612
"188",188,22.9706057061852,23.9241455610939,25.0361193780825,22.9511822613616,22.9000460175498,23.3153710594315,25.2573074253943
"189",189,22.9256011250097,23.8471485630312,25.039368216195,22.9476288013909,22.928382264404,23.3869562923948,25.2303295503292
"190",190,22.9283278022136,23.7972235802419,25.0769207624912,22.9654766116704,22.9281529682745,23.4105842172677,25.2234612773497
"191",191,22.8884701087002,23.7214140676919,25.1412253348401,22.9502219038835,22.9861005746777,23.4053392613745,25.181152934149
"192",192,22.85286643423,23.7272197783594,25.1236890041172,22.9234879390873,23.1150842754354,23.4548208102984,25.1538015658567
"193",193,22.7867321004687,23.738368297441,25.1126477598097,22.9205125325214,23.1433251458869,23.4568844260777,25.1180915286973
"194",194,22.7630026891098,23.7120868266022,25.125398859812,22.9200367763514,23.1408857437919,23.429348638549,25.0960406899147
"195",195,22.7261985605107,23.6896654654861,25.1157880794988,22.920151175044,23.223328974235,23.4426535056935,25.0789716841367
"196",196,22.6827685657995,23.6377425159172,25.1024577636551,22.9160321671642,23.3358196237864,23.4357385101381,25.0415702983642
"197",197,22.6194067092733,23.6186462215889,25.0801117667061,22.9003708312848,23.3359753535303,23.3883153628901,25.0152499570001
"198",198,22.5895460447354,23.5856760085977,24.9920320913515,22.9037201161109,23.3467973203969,23.4147975865463,24.9883748763853
"199",199,22.5564523901072,23.5780547392735,24.9189222478743,22.8979379862118,23.4103399015303,23.4031956773306,24.9610909897163
"200",200,22.5150689290506,23.5930222285065,24.8607821365185,22.9120684523335,23.3964806976186,23.4087743762124,24.9334041053087
"201",201,22.4893841168984,23.5928237374747,24.8574649249211,22.9360451181815,23.5248752811982,23.4061052719655,24.9375508407692
"202",202,22.4911903714545,23.5063020237111,24.7830445775704,22.910862523268,23.5778968550042,23.406506847741,24.916389158035
"203",203,22.4433781146982,23.4927599749873,24.7019967251565,22.8911183584264,23.5060820016466,23.3947331565216,24.8881688880388
"204",204,22.412223229316,23.4214404313348,24.683241505541,22.8872441595859,23.406960603255,23.3676734218005,24.8762669469142
"205",205,22.3827220471608,23.4290610415566,24.5676889136041,22.903753306291,23.3816491349795,23.3716209879165,24.8618911306939
"206",206,22.3535781452026,23.4386772135715,24.5711884841918,22.9204923902035,23.3999236375659,23.2908954914579,24.8680455610901
"207",207,22.3343669972381,23.4544543706042,24.5667706806191,23.013601416062,23.4199657585687,23.2783268437507,24.8418633578686
"208",208,22.3031472232768,23.470682472993,24.4787408765346,23.0261120655358,23.4161336386536,23.2033630618175,24.8046887890413
"209",209,22.3006786426294,23.473173955927,24.4669276317897,23.0427914583613,23.48357185676,23.1456909404369,24.7945265425601
"210",210,22.2696001302787,23.4641690599817,24.4453314048736,23.0501027308981,23.4367042354841,23.1199522081319,24.7786653272781
"211",211,22.2314801751735,23.4538181502355,24.356724860523,23.12335995315,23.4250087810382,23.0907197007648,24.7788543033776
"212",212,22.2220009999182,23.4228455401789,24.3136682726015,23.2038411335117,23.3807771984925,23.0173904788108,24.7724802553318
"213",213,22.2096092869217,23.3869342853526,24.2531258390155,23.2289784931573,23.3685014312507,23.0036606501106,24.7926782402965
"214",214,22.1829354538146,23.3772134522053,24.122041889827,23.2661950223467,23.4254944401898,23.0115352820405,24.7900448800166
"215",215,22.1661407421907,23.3770309204208,24.0564863331624,23.303507328609,23.4120175004018,23.0463047123774,24.7806615548627
"216",216,22.1831563557587,23.3472759196799,23.9638064708732,23.3405327053484,23.3317674113515,22.9894750733465,24.7693628618508
"217",217,22.1747486797398,23.3110406946225,23.8731192047218,23.4361181557825,23.2878531074999,22.9644459767392,24.7549753995732
"218",218,22.1969812692975,23.3197376197159,23.8692769364103,23.45640645802,23.2682789907505,22.9368868607597,24.7545614092808
"219",219,22.21985609274,23.29101128241,23.8538000358441,23.5526006556681,23.2118150082652,22.8692434411945,24.7776871791319
"220",220,22.2410955660948,23.3448279902964,23.8152636695319,23.5673312874987,23.2155107210192,22.834865352903,24.7809525525122
"221",221,22.2524968792871,23.3366644206165,23.7107529992327,23.6655668571312,23.1327078458244,22.7981631782887,24.756200590801
"222",222,22.2283412547793,23.3266932012696,23.7040420374059,23.770054777259,23.1349126573297,22.7674230522601,24.7694840558622
"223",223,22.2232588214535,23.3660366442977,23.6825687130266,23.860797515449,23.1883490649488,22.7387050244669,24.7824285856945
"224",224,22.211703840868,23.3836548672733,23.661384806068,23.9624511570454,23.2505765032806,22.710833410368,24.7845565552933
"225",225,22.2062485900208,23.3761291602578,23.69056665561,24.065713018793,23.2886845944366,22.7292367386324,24.7743026029398
"226",226,22.2029936438175,23.3397480242342,23.6057287043026,24.172217729872,23.3085510087527,22.6916440789177,24.7764371408792
"227",227,22.183041676686,23.3235598145445,23.529055453511,24.188284212993,23.2704340261768,22.6166663451359,24.7822982337239
"228",228,22.1763042052535,23.3089753019146,23.5039946181062,24.2694889726994,23.2589111050613,22.6051030559677,24.8141905094159
"229",229,22.2139685333583,23.3053330161776,23.4105035409467,24.349908175908,23.2389956786197,22.5496394090779,24.8098454054877
"230",230,22.246931160624,23.3411734458288,23.3380467468546,24.4376082844429,23.3065940762956,22.5125106459827,24.8051142337004
